B;,2017-06-07 21:28:16.035;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=54],  [type=RUNNING, confidence=38],  [type=UNKNOWN, confidence=8]],,,,,,
B;,2017-06-07 21:28:21.235;[ [type=ON_FOOT, confidence=94],  [type=WALKING, confidence=66],  [type=RUNNING, confidence=29],  [type=ON_BICYCLE, confidence=4],  [type=UNKNOWN, confidence=2]],,,,
B;,2017-06-07 21:28:26.805;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=62],  [type=RUNNING, confidence=38]],,,,,,,,
B;,2017-06-07 21:28:31.99;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=85],  [type=UNKNOWN, confidence=8],  [type=RUNNING, confidence=8]],,,,,,
B;,2017-06-07 21:28:37.225;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=85],  [type=RUNNING, confidence=15]],,,,,,,,
B;,2017-06-07 21:28:42.529;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=77],  [type=RUNNING, confidence=15],  [type=ON_BICYCLE, confidence=8]],,,,,,
B;,2017-06-07 21:28:47.705;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=85],  [type=ON_BICYCLE, confidence=8],  [type=RUNNING, confidence=8]],,,,,,
B;,2017-06-07 21:28:52.96;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=77],  [type=RUNNING, confidence=15],  [type=ON_BICYCLE, confidence=8]],,,,,,
B;,2017-06-07 21:28:58.205;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=69],  [type=RUNNING, confidence=23],  [type=ON_BICYCLE, confidence=8]],,,,,,
B;,2017-06-07 21:29:03.403;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=85],  [type=ON_BICYCLE, confidence=8],  [type=RUNNING, confidence=8]],,,,,,
B;,2017-06-07 21:29:08.655;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=77],  [type=RUNNING, confidence=15],  [type=ON_BICYCLE, confidence=8]],,,,,,
B;,2017-06-07 21:29:13.817;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=77],  [type=RUNNING, confidence=15],  [type=ON_BICYCLE, confidence=8]],,,,,,
B;,2017-06-07 21:29:19.406;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=92],  [type=RUNNING, confidence=8]],,,,,,,,
B;,2017-06-07 21:29:24.541;[ [type=ON_FOOT, confidence=77],  [type=WALKING, confidence=54],  [type=RUNNING, confidence=23],  [type=UNKNOWN, confidence=15],  [type=ON_BICYCLE, confidence=8]],,,,
B;,2017-06-07 21:29:29.66;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=77],  [type=RUNNING, confidence=15],  [type=ON_BICYCLE, confidence=8]],,,,,,
B;,2017-06-07 21:29:34.867;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=85],  [type=RUNNING, confidence=15]],,,,,,,,
B;,2017-06-07 21:29:40.087;[ [type=ON_FOOT, confidence=93],  [type=WALKING, confidence=66],  [type=RUNNING, confidence=27],  [type=ON_BICYCLE, confidence=6],  [type=UNKNOWN, confidence=2]],,,,
B;,2017-06-07 21:29:45.213;[ [type=ON_FOOT, confidence=85],  [type=WALKING, confidence=85],  [type=ON_BICYCLE, confidence=15]],,,,,,,,
B;,2017-06-07 21:29:50.552;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:29:55.7;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:30:01.362;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=92],  [type=RUNNING, confidence=8]],,,,,,,,
B;,2017-06-07 21:30:06.366;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=85],  [type=RUNNING, confidence=15]],,,,,,,,
B;,2017-06-07 21:30:11.577;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:30:16.929;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=92],  [type=RUNNING, confidence=8]],,,,,,,,
B;,2017-06-07 21:30:22.484;[ [type=ON_FOOT, confidence=85],  [type=WALKING, confidence=69],  [type=UNKNOWN, confidence=15],  [type=RUNNING, confidence=15]],,,,,,
B;,2017-06-07 21:30:27.677;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=69],  [type=RUNNING, confidence=31]],,,,,,,,
B;,2017-06-07 21:30:33.085;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:30:38.246;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=77],  [type=RUNNING, confidence=15],  [type=ON_BICYCLE, confidence=8]],,,,,,
B;,2017-06-07 21:30:43.374;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=85],  [type=ON_BICYCLE, confidence=8],  [type=RUNNING, confidence=8]],,,,,,
B;,2017-06-07 21:30:48.764;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:30:53.966;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:30:59.241;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:31:04.367;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:31:09.518;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:31:14.705;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=92],  [type=RUNNING, confidence=8]],,,,,,,,
B;,2017-06-07 21:31:19.88;[ [type=ON_FOOT, confidence=69],  [type=WALKING, confidence=54],  [type=ON_BICYCLE, confidence=15],  [type=UNKNOWN, confidence=15],  [type=RUNNING, confidence=15]],,,,
B;,2017-06-07 21:31:25.173;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=92],  [type=RUNNING, confidence=8]],,,,,,,,
B;,2017-06-07 21:31:30.389;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:31:35.52;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:31:40.812;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=77],  [type=RUNNING, confidence=23]],,,,,,,,
B;,2017-06-07 21:31:45.957;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=69],  [type=RUNNING, confidence=23],  [type=UNKNOWN, confidence=8]],,,,,,
B;,2017-06-07 21:31:51.152;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=77],  [type=RUNNING, confidence=15],  [type=ON_BICYCLE, confidence=8]],,,,,,
B;,2017-06-07 21:31:56.283;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=46],  [type=RUNNING, confidence=46],  [type=UNKNOWN, confidence=8]],,,,,,
B;,2017-06-07 21:32:02.518;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=77],  [type=RUNNING, confidence=15],  [type=ON_BICYCLE, confidence=8]],,,,,,
B;,2017-06-07 21:32:07.727;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=54],  [type=RUNNING, confidence=46]],,,,,,,,
B;,2017-06-07 21:32:12.904;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=85],  [type=UNKNOWN, confidence=8],  [type=RUNNING, confidence=8]],,,,,,
B;,2017-06-07 21:32:18.079;[ [type=ON_FOOT, confidence=85],  [type=WALKING, confidence=77],  [type=ON_BICYCLE, confidence=8],  [type=UNKNOWN, confidence=8],  [type=RUNNING, confidence=8]],,,,
B;,2017-06-07 21:32:23.207;[ [type=ON_FOOT, confidence=77],  [type=WALKING, confidence=69],  [type=ON_BICYCLE, confidence=23],  [type=RUNNING, confidence=8]],,,,,,
B;,2017-06-07 21:32:28.37;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=69],  [type=RUNNING, confidence=23],  [type=ON_BICYCLE, confidence=8]],,,,,,
B;,2017-06-07 21:32:33.728;[ [type=ON_FOOT, confidence=77],  [type=WALKING, confidence=54],  [type=RUNNING, confidence=23],  [type=UNKNOWN, confidence=15],  [type=ON_BICYCLE, confidence=8]],,,,
